id,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源编码,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格
95,哑巴弄,拱墅区,信义坊,近3号线(星桥-吴山前村) 香积寺站,200,29172,2021-08-13,已购公房,2003-08-22,普通住宅,满五年,共有,无抵押,已上传房本照片,210809UD937981,2室2厅1厨1卫,高楼层 (共7层),68.56,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,,,
96,芳满庭,拱墅区,申花,null,400,45234,2023-04-10,商品房,2020-05-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,221029TQ849682,3室1厅1厨1卫,中楼层 (共22层),88.43,平层,暂无数据,板楼,南,混合结构,精装,两梯三户,有,暂无数据,,,
97,塘河新村,拱墅区,信义坊,近10号线 北大桥站,140,26047,2024-04-23,已购公房,2017-10-27,普通住宅,满五年,共有,无抵押,已上传房本照片,170607480772,2室1厅1厨1卫,中楼层 (共6层),53.75,平层,暂无数据,塔楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,,,
98,联合世纪新筑,拱墅区,和睦,近10号线 北大桥站,340,39243,2024-05-11,商品房,2008-11-06,普通住宅,满五年,共有,有抵押 340万元,已上传房本照片,210727EI389979,2室1厅1厨1卫,高楼层 (共18层),86.64,平层,暂无数据,板塔结合,南,砖混结构,简装,两梯三户,有,暂无数据,,,
99,世嘉君座,拱墅区,三塘,近地铁4号线新天地街站,275,27296,2023-03-24,商品房,2017-08-21,商住两用,满五年,非共有,有抵押,已上传房本照片,171118608472,5室2厅1厨2卫,中楼层 (共11层),100.75,复式,80.43,板楼,东 北,钢混结构,精装,三梯二十五户,有,暂无数据,民水,民电,3.1元/m3
100,贾家弄新村,拱墅区,信义坊,null,140,34147,2022-07-05,商品房,2022-08-07,普通住宅,满两年,非共有,无抵押,已上传房本照片,220707PA787430,2室1厅1厨1卫,中楼层 (共6层),41,平层,37.9,板楼,东南 南,砖混结构,简装,暂无数据,无,暂无数据,,,
101,明真宫,拱墅区,和睦,近10号线 北大桥站,180,28446,2023-03-16,已购公房,2000-04-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,230318ON366667,3室1厅1厨1卫,高楼层 (共7层),63.28,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,,,
102,和新南苑,拱墅区,和睦,近10号线 北大桥站,231,38050,2022-08-21,已购公房,2022-07-01,普通住宅,满两年,共有,无抵押,已上传房本照片,210604PU364843,2室1厅1厨1卫,中楼层 (共10层),60.71,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
103,春和云境,拱墅区,石桥,近3号线(星桥-吴山前村) 华丰路站,430,39863,2024-09-05,商品房,2023-09-11,普通住宅,未满两年,共有,无抵押,已上传房本照片,230913XC710017,3室2厅1厨2卫,中楼层 (共15层),107.87,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
104,中北西子花园,拱墅区,朝晖,近1号线(萧山国际机场-湘湖)西湖文化广场站,429,36916,2023-09-02,商品房,2010-08-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,230902ES381177,2室2厅1厨1卫,低楼层 (共26层),116.21,平层,100.39,塔楼,南,钢混结构,简装,两梯八户,有,暂无数据,,,
105,望澜府,拱墅区,拱宸桥,null,798,63591,2024-10-24,商品房,2020-09-29,普通住宅,满两年,非共有,有抵押,已上传房本照片,241031WZ333147,4室2厅1厨2卫,低楼层 (共24层),125.49,平层,暂无数据,板楼,南 西南,钢混结构,精装,两梯四户,有,暂无数据,,,
106,天阅云合源,拱墅区,万达广场,null,370,40109,2022-12-01,商品房,2022-11-23,普通住宅,满两年,非共有,有抵押 200万元 兴业银行,已上传房本照片,221201JK222193,3室2厅1厨1卫,中楼层 (共14层),92.25,平层,暂无数据,板楼,南,框架结构,精装,两梯三户,有,暂无数据,,,
107,玄坛弄,拱墅区,天水,近地铁2号线中河北路站,198,48769,2025-04-06,商品房,2025-04-03,普通住宅,未满两年,非共有,无抵押,已上传房本照片,180113497714,1室1厅1厨1卫,高楼层 (共6层),40.6,平层,暂无数据,板楼,南,砖混结构,其他,暂无数据,无,暂无数据,,,
108,领骏世界,拱墅区,朝晖,近3号线(星桥-吴山前村)潮王路站,135,19090,2024-12-07,商品房,2012-10-24,商住两用,满五年,共有,无抵押,已上传房本照片,170910579556,1室1厅1厨1卫,中楼层 (共20层),70.72,平层,50.45,板塔结合,南,钢混结构,其他,四梯二十四户,有,暂无数据,民水,民电,
109,亿城雅苑,拱墅区,石桥,近3号线(星桥-吴山前村) 华丰路站,238,26945,2021-04-03,商品房,2017-01-04,普通住宅,满五年,共有,有抵押 85万元 工商银行 客户偿还,已上传房本照片,210403YR608757,2室1厅1厨1卫,高楼层 (共11层),88.33,平层,80,板楼,南,砖混结构,精装,一梯四户,有,暂无数据,,,
110,流水北苑,拱墅区,流水苑,近地铁5号线打铁关站,210,31819,2022-10-10,商品房,2015-02-17,普通住宅,满五年,共有,有抵押 50万元 公积金中心 业主自还,已上传房本照片,221008XC664672,2室2厅1厨1卫,高楼层 (共7层),66,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,,,
111,锦秀兰庭,拱墅区,桥西,近地铁5号线大运河站,330,42308,2023-02-05,回迁房,2017-05-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,230205YS304037,2室1厅1厨1卫,低楼层 (共18层),78,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
112,阳光郡,拱墅区,三墩,null,330,37535,2023-11-24,商品房,2017-08-25,普通住宅,满五年,非共有,有抵押,已上传房本照片,210511IK406557,3室1厅1厨1卫,低楼层 (共23层),87.92,平层,暂无数据,板楼,南 北,混合结构,精装,两梯四户,有,暂无数据,,,
113,联发北秀观云,拱墅区,半山,近地铁4号线 吴家角港站,345,35645,2023-04-06,商品房,2023-04-06,普通住宅,满两年,共有,有抵押 130万元 民生银行,已上传房本照片,230406TT076786,3室2厅1厨2卫,中楼层 (共26层),96.79,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
114,上塘宸章,拱墅区,运河新城,null,720,54463,2024-09-27,商品房,2019-08-08,普通住宅,满五年,共有,有抵押,已上传房本照片,240924CF755546,4室2厅1厨2卫,中楼层 (共25层),132.2,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
115,锦尚和品府,拱墅区,德胜东,null,1270,76236,2024-07-02,商品房,2024-06-27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,240710IE201589,4室2厅1厨2卫,高楼层 (共20层),166.59,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯两户,有,暂无数据,,,
116,北景园菊香苑,拱墅区,石桥,近3号线(星桥-吴山前村) 汽轮广场站,420,30828,2024-07-14,商品房,2024-05-24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,220223LT162281,4室1厅1厨2卫,高楼层 (共11层),136.24,跃层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,暂无数据,,,
117,绿城兰园,拱墅区,建国北路,近地铁5号线 宝善桥站,2100,101962,2024-10-09,商品房,2021-05-27,普通住宅,满两年,非共有,无抵押,已上传房本照片,210127WB911155,4室2厅1厨2卫,中楼层 (共23层),205.96,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
118,和新南苑,拱墅区,和睦,null,280,33907,2025-02-06,已购公房,2016-02-19,普通住宅,满五年,共有,有抵押,已上传房本照片,241218DE480139,2室2厅1厨1卫,高楼层 (共13层),82.58,平层,64.43,板楼,南 北,钢混结构,精装,一梯三户,有,暂无数据,,,
119,绿洲花园,拱墅区,流水苑,null,685,41080,2025-03-05,商品房,2006-12-15,普通住宅,满五年,非共有,有抵押,已上传房本照片,250311XG779493,4室1厅1厨2卫,中楼层 (共23层),166.75,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,暂无数据,,,
120,锦绣文澜阁,拱墅区,桥西,近地铁5号线大运河站,500,38712,2024-07-23,已购公房,2017-11-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,220217AD467151,3室2厅1厨2卫,高楼层 (共23层),129.16,平层,100.73,板楼,南,钢混结构,简装,两梯两户,有,暂无数据,,,
1,流水东苑,拱墅区,流水苑,null,178,27356,2024-12-29,商品房,1996-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,200701683599,2室1厅1厨1卫,中楼层 (共7层),65.07,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,,,
2,万家星城二期,拱墅区,三塘,近地铁4号线新天地街站,560,42583,2024-02-27,商品房,2013-02-22,普通住宅,满五年,共有,无抵押,已上传房本照片,240626MB422436,3室2厅1厨2卫,高楼层 (共20层),131.51,平层,102.36,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,,,
3,湖墅新村,拱墅区,信义坊,近3号线(星桥-吴山前村) 香积寺站,230,35347,2025-02-14,商品房,2002-07-08,普通住宅,满五年,共有,无抵押,已上传房本照片,250214IM605719,2室1厅1厨1卫,中楼层 (共7层),65.07,平层,暂无数据,板楼,南 西,混合结构,精装,暂无数据,无,暂无数据,,,
4,滨江芳翠锦绣府,拱墅区,三塘,近地铁4号线新天地街站,998,59490,2025-03-29,商品房,2025-03-29,普通住宅,未满两年,共有,有抵押 1万元,已上传房本照片,250329AY794514,4室2厅1厨3卫,低楼层 (共17层),167.76,平层,暂无数据,板塔结合,南,混合结构,精装,两梯两户,有,暂无数据,,,
5,联发北秀观云,拱墅区,半山,近地铁4号线 吴家角港站,293,31025,2024-12-15,商品房,2023-05-26,普通住宅,未满两年,共有,有抵押 1万元,已上传房本照片,241215LY139265,3室2厅1厨2卫,低楼层 (共26层),94.44,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,暂无数据,,,
6,珠碧苑,拱墅区,潮鸣,近地铁5号线万安桥站,165,32214,2025-04-12,商品房,2010-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,250412YI109798,2室1厅1厨1卫,高楼层 (共7层),51.22,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,,,
7,杭曜置地中心一区,拱墅区,和睦,近地铁5号线和睦站,657,55392,2025-03-24,商品房,2025-03-24,普通住宅,未满两年,共有,无抵押,已上传房本照片,250324ER035352,3室2厅1厨2卫,中楼层 (共25层),118.61,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
8,孩儿巷,拱墅区,武林,近1号线(萧山国际机场-湘湖)凤起路站,200,39002,2025-03-23,已购公房,2024-11-22,普通住宅,未满两年,共有,无抵押,已上传房本照片,181127999219,2室2厅1厨1卫,高楼层 (共7层),51.28,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,,,
9,名城公馆,拱墅区,桥西,近地铁5号线大运河站,545,55129,2025-04-26,商品房,2016-05-03,普通住宅,满五年,共有,无抵押,已上传房本照片,250426MI112109,3室2厅1厨1卫,高楼层 (共16层),98.86,平层,79.64,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,,,
10,天阳美林湾,拱墅区,申花,近地铁2号线三墩站,300,27655,2025-03-20,商品房,2019-09-03,普通住宅,满五年,非共有,有抵押 200万元 业主自还,已上传房本照片,250321RP452884,3室2厅1厨1卫,中楼层 (共11层),108.48,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,,,
11,星瓒颂锦府,拱墅区,和睦,近10号线 花园岗站,860,61649,2025-01-03,商品房,2025-01-03,普通住宅,未满两年,共有,无抵押,已上传房本照片,250103TQ291693,4室2厅1厨2卫,低楼层 (共26层),139.5,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,暂无数据,,,
12,工人新村,拱墅区,建国北路,近地铁5号线 宝善桥站,178,35665,2025-04-16,商品房,2016-01-01,普通住宅,满五年,共有,无抵押,已上传房本照片,250421OK977688,2室1厅1厨1卫,低楼层 (共6层),49.91,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,,,
13,融信孔雀蓝轩,拱墅区,申花,近10号线 花园岗站,303,39853,2024-11-02,商品房,2019-06-05,普通住宅,满五年,共有,无抵押,已上传房本照片,241105JE045760,2室2厅1厨1卫,低楼层 (共17层),76.03,平层,暂无数据,板楼,南,框架结构,毛坯,两梯四户,有,暂无数据,,,
14,湖墅新村,拱墅区,信义坊,null,205,32483,2024-03-16,商品房,2010-12-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,240506IC457778,2室1厅1厨1卫,高楼层 (共7层),63.11,平层,54.68,板塔结合,南,砖木结构,简装,暂无数据,无,暂无数据,,,
15,仓基新村,拱墅区,信义坊,近3号线(星桥-吴山前村) 香积寺站,147,30505,2024-04-13,已购公房,2017-08-11,普通住宅,满五年,共有,有抵押 1万元,已上传房本照片,170618764184,2室1厅1厨1卫,中楼层 (共7层),48.19,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,有,暂无数据,,,
16,德胜新村,拱墅区,德胜,null,149,23810,2025-03-13,已购公房,2024-10-30,普通住宅,未满两年,非共有,无抵押,已上传房本照片,250222SS778012,3室1厅1厨1卫,低楼层 (共6层),62.58,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,,,
17,锦尚和品府,拱墅区,德胜东,近地铁5号线打铁关站,1200,71809,2024-04-15,商品房,2024-04-15,普通住宅,未满两年,非共有,无抵押,已上传房本照片,240416QD056618,4室2厅1厨3卫,低楼层 (共21层),167.11,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,,,
18,杭曜置地中心二区,拱墅区,和睦,近地铁5号线和睦站,1058,58922,2025-03-31,商品房,2025-03-31,普通住宅,未满两年,共有,无抵押,已上传房本照片,250331RX097914,4室2厅1厨3卫,低楼层 (共23层),179.56,平层,暂无数据,板楼,南 北,框架结构,精装,两梯两户,有,暂无数据,,,
19,滨江沁语晓庭,拱墅区,半山,近地铁4号线 吴家角港站,330,33126,2025-03-24,商品房,2023-06-26,普通住宅,未满两年,非共有,有抵押 50万元,已上传房本照片,250226YO493094,3室2厅1厨2卫,高楼层 (共22层),99.62,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,,,
20,滨萃悦府,拱墅区,运河新城,近地铁4号线 皋亭坝站,597,46333,2025-03-15,商品房,2025-03-11,普通住宅,未满两年,共有,无抵押,已上传房本照片,250315WD416336,4室2厅1厨2卫,中楼层 (共24层),128.85,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,,,
21,万家花城二期,拱墅区,申花,近地铁5号线萍水街站,440,49915,2024-11-08,商品房,2016-05-04,普通住宅,满五年,非共有,有抵押 300万元,已上传房本照片,241110NM669961,3室2厅1厨1卫,高楼层 (共18层),88.15,平层,69.59,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,,,
22,大浒东苑,拱墅区,大关,近3号线(星桥-吴山前村) 大关站,188,32409,2024-07-18,商品房,2018-04-20,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,180306059244,2室1厅1厨1卫,高楼层 (共15层),58.01,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,有,暂无数据,,,
23,水色宜居,拱墅区,申花,近地铁5号线萍水街站,728,60506,2025-03-06,商品房,2017-12-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,250306SJ937828,4室1厅1厨2卫,中楼层 (共8层),120.32,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,暂无数据,,,
24,锦尚和品府,拱墅区,德胜东,近地铁5号线打铁关站,1280,76629,2024-12-22,商品房,2024-05-20,普通住宅,未满两年,共有,有抵押 1万元,已上传房本照片,240523VZ599782,4室2厅1厨3卫,低楼层 (共22层),167.04,平层,暂无数据,板塔结合,南,框架结构,精装,两梯两户,有,暂无数据,,,
25,上石苑,拱墅区,拱宸桥,null,130,17196,2024-07-26,商品房,2023-12-06,普通住宅,未满两年,非共有,无抵押,已上传房本照片,240729XN564984,2室2厅1厨1卫,高楼层 (共18层),75.6,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,,,
26,天阅云合源,拱墅区,万达广场,null,356,38633,2022-12-02,商品房,2019-12-03,普通住宅,满五年,非共有,有抵押 130万元,已上传房本照片,221202YP307729,3室2厅1厨1卫,低楼层 (共18层),92.15,平层,暂无数据,板塔结合,南,框架结构,精装,两梯三户,有,暂无数据,,,
27,秋水巷,拱墅区,朝晖,近1号线(萧山国际机场-湘湖)西湖文化广场站,216,32998,2023-10-27,商品房,2013-07-03,普通住宅,满五年,共有,无抵押,已上传房本照片,230409HO475393,2室1厅1厨1卫,高楼层 (共6层),65.46,平层,60.95,板塔结合,南 北,混合结构,简装,暂无数据,无,暂无数据,,,
28,阳光银泰城,拱墅区,三塘,近地铁4号线新天地街站,90,14948,2024-07-01,商品房,2016-08-29,商住两用,满五年,非共有,有抵押,已上传房本照片,200318002391,1室1厅1厨1卫,中楼层 (共16层),60.21,复式,暂无数据,板楼,南,钢混结构,精装,一梯二十五户,有,暂无数据,商水,商电,
29,滨江芳翠锦绣府,拱墅区,三塘,近地铁4号线新天地街站,729,52330,2025-03-29,商品房,2025-03-28,普通住宅,未满两年,共有,有抵押 100万元 业主自还,已上传房本照片,250329WJ844360,4室2厅1厨2卫,低楼层 (共14层),139.31,平层,暂无数据,板塔结合,南 西南,钢混结构,精装,两梯三户,有,暂无数据,,,
